9.675000000000000000e+01,9.481000000000000227e+01,9.437000000000000455e+01,9.156000000000000227e+01,9.025000000000000000e+01,9.393999999999999773e+01,9.362000000000000455e+01,9.700000000000000000e+01,9.500000000000000000e+01,9.587000000000000455e+01,9.406000000000000227e+01,9.462000000000000455e+01,9.375000000000000000e+01,9.800000000000000000e+01,1.039399999999999977e+02,1.078700000000000045e+02,1.060600000000000023e+02,1.045000000000000000e+02,1.050000000000000000e+02,1.041899999999999977e+02,1.030600000000000023e+02,1.034200000000000017e+02
9.481000000000000227e+01,9.437000000000000455e+01,9.156000000000000227e+01,9.025000000000000000e+01,9.393999999999999773e+01,9.362000000000000455e+01,9.700000000000000000e+01,9.500000000000000000e+01,9.587000000000000455e+01,9.406000000000000227e+01,9.462000000000000455e+01,9.375000000000000000e+01,9.800000000000000000e+01,1.039399999999999977e+02,1.078700000000000045e+02,1.060600000000000023e+02,1.045000000000000000e+02,1.050000000000000000e+02,1.041899999999999977e+02,1.030600000000000023e+02,1.034200000000000017e+02,1.052699999999999960e+02
9.437000000000000455e+01,9.156000000000000227e+01,9.025000000000000000e+01,9.393999999999999773e+01,9.362000000000000455e+01,9.700000000000000000e+01,9.500000000000000000e+01,9.587000000000000455e+01,9.406000000000000227e+01,9.462000000000000455e+01,9.375000000000000000e+01,9.800000000000000000e+01,1.039399999999999977e+02,1.078700000000000045e+02,1.060600000000000023e+02,1.045000000000000000e+02,1.050000000000000000e+02,1.041899999999999977e+02,1.030600000000000023e+02,1.034200000000000017e+02,1.052699999999999960e+02,1.118700000000000045e+02
9.156000000000000227e+01,9.025000000000000000e+01,9.393999999999999773e+01,9.362000000000000455e+01,9.700000000000000000e+01,9.500000000000000000e+01,9.587000000000000455e+01,9.406000000000000227e+01,9.462000000000000455e+01,9.375000000000000000e+01,9.800000000000000000e+01,1.039399999999999977e+02,1.078700000000000045e+02,1.060600000000000023e+02,1.045000000000000000e+02,1.050000000000000000e+02,1.041899999999999977e+02,1.030600000000000023e+02,1.034200000000000017e+02,1.052699999999999960e+02,1.118700000000000045e+02,1.160000000000000000e+02
9.025000000000000000e+01,9.393999999999999773e+01,9.362000000000000455e+01,9.700000000000000000e+01,9.500000000000000000e+01,9.587000000000000455e+01,9.406000000000000227e+01,9.462000000000000455e+01,9.375000000000000000e+01,9.800000000000000000e+01,1.039399999999999977e+02,1.078700000000000045e+02,1.060600000000000023e+02,1.045000000000000000e+02,1.050000000000000000e+02,1.041899999999999977e+02,1.030600000000000023e+02,1.034200000000000017e+02,1.052699999999999960e+02,1.118700000000000045e+02,1.160000000000000000e+02,1.166200000000000045e+02
9.393999999999999773e+01,9.362000000000000455e+01,9.700000000000000000e+01,9.500000000000000000e+01,9.587000000000000455e+01,9.406000000000000227e+01,9.462000000000000455e+01,9.375000000000000000e+01,9.800000000000000000e+01,1.039399999999999977e+02,1.078700000000000045e+02,1.060600000000000023e+02,1.045000000000000000e+02,1.050000000000000000e+02,1.041899999999999977e+02,1.030600000000000023e+02,1.034200000000000017e+02,1.052699999999999960e+02,1.118700000000000045e+02,1.160000000000000000e+02,1.166200000000000045e+02,1.182800000000000011e+02
9.362000000000000455e+01,9.700000000000000000e+01,9.500000000000000000e+01,9.587000000000000455e+01,9.406000000000000227e+01,9.462000000000000455e+01,9.375000000000000000e+01,9.800000000000000000e+01,1.039399999999999977e+02,1.078700000000000045e+02,1.060600000000000023e+02,1.045000000000000000e+02,1.050000000000000000e+02,1.041899999999999977e+02,1.030600000000000023e+02,1.034200000000000017e+02,1.052699999999999960e+02,1.118700000000000045e+02,1.160000000000000000e+02,1.166200000000000045e+02,1.182800000000000011e+02,1.133700000000000045e+02
9.700000000000000000e+01,9.500000000000000000e+01,9.587000000000000455e+01,9.406000000000000227e+01,9.462000000000000455e+01,9.375000000000000000e+01,9.800000000000000000e+01,1.039399999999999977e+02,1.078700000000000045e+02,1.060600000000000023e+02,1.045000000000000000e+02,1.050000000000000000e+02,1.041899999999999977e+02,1.030600000000000023e+02,1.034200000000000017e+02,1.052699999999999960e+02,1.118700000000000045e+02,1.160000000000000000e+02,1.166200000000000045e+02,1.182800000000000011e+02,1.133700000000000045e+02,1.090000000000000000e+02
9.500000000000000000e+01,9.587000000000000455e+01,9.406000000000000227e+01,9.462000000000000455e+01,9.375000000000000000e+01,9.800000000000000000e+01,1.039399999999999977e+02,1.078700000000000045e+02,1.060600000000000023e+02,1.045000000000000000e+02,1.050000000000000000e+02,1.041899999999999977e+02,1.030600000000000023e+02,1.034200000000000017e+02,1.052699999999999960e+02,1.118700000000000045e+02,1.160000000000000000e+02,1.166200000000000045e+02,1.182800000000000011e+02,1.133700000000000045e+02,1.090000000000000000e+02,1.097000000000000028e+02
9.587000000000000455e+01,9.406000000000000227e+01,9.462000000000000455e+01,9.375000000000000000e+01,9.800000000000000000e+01,1.039399999999999977e+02,1.078700000000000045e+02,1.060600000000000023e+02,1.045000000000000000e+02,1.050000000000000000e+02,1.041899999999999977e+02,1.030600000000000023e+02,1.034200000000000017e+02,1.052699999999999960e+02,1.118700000000000045e+02,1.160000000000000000e+02,1.166200000000000045e+02,1.182800000000000011e+02,1.133700000000000045e+02,1.090000000000000000e+02,1.097000000000000028e+02,1.092500000000000000e+02
9.406000000000000227e+01,9.462000000000000455e+01,9.375000000000000000e+01,9.800000000000000000e+01,1.039399999999999977e+02,1.078700000000000045e+02,1.060600000000000023e+02,1.045000000000000000e+02,1.050000000000000000e+02,1.041899999999999977e+02,1.030600000000000023e+02,1.034200000000000017e+02,1.052699999999999960e+02,1.118700000000000045e+02,1.160000000000000000e+02,1.166200000000000045e+02,1.182800000000000011e+02,1.133700000000000045e+02,1.090000000000000000e+02,1.097000000000000028e+02,1.092500000000000000e+02,1.070000000000000000e+02
9.462000000000000455e+01,9.375000000000000000e+01,9.800000000000000000e+01,1.039399999999999977e+02,1.078700000000000045e+02,1.060600000000000023e+02,1.045000000000000000e+02,1.050000000000000000e+02,1.041899999999999977e+02,1.030600000000000023e+02,1.034200000000000017e+02,1.052699999999999960e+02,1.118700000000000045e+02,1.160000000000000000e+02,1.166200000000000045e+02,1.182800000000000011e+02,1.133700000000000045e+02,1.090000000000000000e+02,1.097000000000000028e+02,1.092500000000000000e+02,1.070000000000000000e+02,1.091899999999999977e+02
9.375000000000000000e+01,9.800000000000000000e+01,1.039399999999999977e+02,1.078700000000000045e+02,1.060600000000000023e+02,1.045000000000000000e+02,1.050000000000000000e+02,1.041899999999999977e+02,1.030600000000000023e+02,1.034200000000000017e+02,1.052699999999999960e+02,1.118700000000000045e+02,1.160000000000000000e+02,1.166200000000000045e+02,1.182800000000000011e+02,1.133700000000000045e+02,1.090000000000000000e+02,1.097000000000000028e+02,1.092500000000000000e+02,1.070000000000000000e+02,1.091899999999999977e+02,1.100000000000000000e+02
