5.500000000000000000e+01,5.520000000000000284e+01,6.000000000000000000e+01,6.350000000000000000e+01,6.600000000000000000e+01,6.957999999999999829e+01,7.150000000000000000e+01,6.970999999999999375e+01,6.895999999999999375e+01,6.567000000000000171e+01,6.515000000000000568e+01,6.570999999999999375e+01,6.428000000000000114e+01,6.448999999999999488e+01,6.381000000000000227e+01,6.254999999999999716e+01,6.239000000000000057e+01,7.600000000000000000e+01,7.534999999999999432e+01,7.640999999999999659e+01,7.217000000000000171e+01,6.943000000000000682e+01
5.520000000000000284e+01,6.000000000000000000e+01,6.350000000000000000e+01,6.600000000000000000e+01,6.957999999999999829e+01,7.150000000000000000e+01,6.970999999999999375e+01,6.895999999999999375e+01,6.567000000000000171e+01,6.515000000000000568e+01,6.570999999999999375e+01,6.428000000000000114e+01,6.448999999999999488e+01,6.381000000000000227e+01,6.254999999999999716e+01,6.239000000000000057e+01,7.600000000000000000e+01,7.534999999999999432e+01,7.640999999999999659e+01,7.217000000000000171e+01,6.943000000000000682e+01,7.190000000000000568e+01
6.000000000000000000e+01,6.350000000000000000e+01,6.600000000000000000e+01,6.957999999999999829e+01,7.150000000000000000e+01,6.970999999999999375e+01,6.895999999999999375e+01,6.567000000000000171e+01,6.515000000000000568e+01,6.570999999999999375e+01,6.428000000000000114e+01,6.448999999999999488e+01,6.381000000000000227e+01,6.254999999999999716e+01,6.239000000000000057e+01,7.600000000000000000e+01,7.534999999999999432e+01,7.640999999999999659e+01,7.217000000000000171e+01,6.943000000000000682e+01,7.190000000000000568e+01,6.773999999999999488e+01
6.350000000000000000e+01,6.600000000000000000e+01,6.957999999999999829e+01,7.150000000000000000e+01,6.970999999999999375e+01,6.895999999999999375e+01,6.567000000000000171e+01,6.515000000000000568e+01,6.570999999999999375e+01,6.428000000000000114e+01,6.448999999999999488e+01,6.381000000000000227e+01,6.254999999999999716e+01,6.239000000000000057e+01,7.600000000000000000e+01,7.534999999999999432e+01,7.640999999999999659e+01,7.217000000000000171e+01,6.943000000000000682e+01,7.190000000000000568e+01,6.773999999999999488e+01,6.962999999999999545e+01
6.600000000000000000e+01,6.957999999999999829e+01,7.150000000000000000e+01,6.970999999999999375e+01,6.895999999999999375e+01,6.567000000000000171e+01,6.515000000000000568e+01,6.570999999999999375e+01,6.428000000000000114e+01,6.448999999999999488e+01,6.381000000000000227e+01,6.254999999999999716e+01,6.239000000000000057e+01,7.600000000000000000e+01,7.534999999999999432e+01,7.640999999999999659e+01,7.217000000000000171e+01,6.943000000000000682e+01,7.190000000000000568e+01,6.773999999999999488e+01,6.962999999999999545e+01,6.895000000000000284e+01
6.957999999999999829e+01,7.150000000000000000e+01,6.970999999999999375e+01,6.895999999999999375e+01,6.567000000000000171e+01,6.515000000000000568e+01,6.570999999999999375e+01,6.428000000000000114e+01,6.448999999999999488e+01,6.381000000000000227e+01,6.254999999999999716e+01,6.239000000000000057e+01,7.600000000000000000e+01,7.534999999999999432e+01,7.640999999999999659e+01,7.217000000000000171e+01,6.943000000000000682e+01,7.190000000000000568e+01,6.773999999999999488e+01,6.962999999999999545e+01,6.895000000000000284e+01,6.668999999999999773e+01
7.150000000000000000e+01,6.970999999999999375e+01,6.895999999999999375e+01,6.567000000000000171e+01,6.515000000000000568e+01,6.570999999999999375e+01,6.428000000000000114e+01,6.448999999999999488e+01,6.381000000000000227e+01,6.254999999999999716e+01,6.239000000000000057e+01,7.600000000000000000e+01,7.534999999999999432e+01,7.640999999999999659e+01,7.217000000000000171e+01,6.943000000000000682e+01,7.190000000000000568e+01,6.773999999999999488e+01,6.962999999999999545e+01,6.895000000000000284e+01,6.668999999999999773e+01,6.453000000000000114e+01
6.970999999999999375e+01,6.895999999999999375e+01,6.567000000000000171e+01,6.515000000000000568e+01,6.570999999999999375e+01,6.428000000000000114e+01,6.448999999999999488e+01,6.381000000000000227e+01,6.254999999999999716e+01,6.239000000000000057e+01,7.600000000000000000e+01,7.534999999999999432e+01,7.640999999999999659e+01,7.217000000000000171e+01,6.943000000000000682e+01,7.190000000000000568e+01,6.773999999999999488e+01,6.962999999999999545e+01,6.895000000000000284e+01,6.668999999999999773e+01,6.453000000000000114e+01,6.375999999999999801e+01
6.895999999999999375e+01,6.567000000000000171e+01,6.515000000000000568e+01,6.570999999999999375e+01,6.428000000000000114e+01,6.448999999999999488e+01,6.381000000000000227e+01,6.254999999999999716e+01,6.239000000000000057e+01,7.600000000000000000e+01,7.534999999999999432e+01,7.640999999999999659e+01,7.217000000000000171e+01,6.943000000000000682e+01,7.190000000000000568e+01,6.773999999999999488e+01,6.962999999999999545e+01,6.895000000000000284e+01,6.668999999999999773e+01,6.453000000000000114e+01,6.375999999999999801e+01,6.400000000000000000e+01
6.567000000000000171e+01,6.515000000000000568e+01,6.570999999999999375e+01,6.428000000000000114e+01,6.448999999999999488e+01,6.381000000000000227e+01,6.254999999999999716e+01,6.239000000000000057e+01,7.600000000000000000e+01,7.534999999999999432e+01,7.640999999999999659e+01,7.217000000000000171e+01,6.943000000000000682e+01,7.190000000000000568e+01,6.773999999999999488e+01,6.962999999999999545e+01,6.895000000000000284e+01,6.668999999999999773e+01,6.453000000000000114e+01,6.375999999999999801e+01,6.400000000000000000e+01,6.322999999999999687e+01
